mesh_id	topl
D014715	C14
D014717	C10
D014717	C23
D014718	OTH
D014766	C01
D014766	C23
D014770	C23
D014777	C01
D014786	C10
D014786	C11
D014786	C23
D014796	F03
D014797	OTH
D014801	OTH
D014802	C18
D014804	C18
D014805	OTH
D014806	C18
D014807	OTH
D014808	C18
D014810	OTH
D014811	C18
D014812	OTH
D014813	C15
D014813	C18
D014815	OTH
D014820	C17
D014823	C11
D014823	C23
D014826	C08
D014826	C10
D014826	C23
D014832	C08
D014832	C10
D014832	C23
D014839	C23
D014842	C15
D014842	C16
D014845	OTH
D014847	OTH
D014848	OTH
D014849	C16
D014851	C05
D014851	F03
D014859	OTH
D014860	C01
D014860	C17
D014869	C18
D014883	C18
D014890	C08
D014890	C14
D014890	C20
D014897	C10
D014897	C16
D014898	C16
D014898	C18
D014911	OTH
D014917	C01
D014917	C08
D014923	C15
D014923	C16
D014923	C20
D014927	C14
D014927	C16
D014929	C10
D014929	C11
D014929	C16
D014929	C18
D014929	C19
D014945	OTH
D014946	C01
D014947	OTH
D014973	C18
D014983	C04
D014985	C11
D014987	OTH
D015000	OTH
D015004	C01
D015032	OTH
D015043	C04
D015091	OTH
D015140	C10
D015140	C14
D015140	F03
D015154	C06
D015155	C06
D015160	C15
D015160	C16
D015160	C20
D015160	C23
D015163	C01
D015175	C04
D015179	C04
D015207	C05
D015209	C06
D015210	C05
D015210	C16
D015210	C18
D015211	C06
D015211	C10
D015211	C16
D015211	C18
D015212	C06
D015223	C16
D015223	C18
D015228	C18
D015266	C04
D015267	C14
D015267	C15
D015267	C20
D015270	C01
D015275	C15
D015275	C20
D015283	OTH
D015299	C01
D015299	C05
D015319	C16
D015319	C18
D015324	C10
D015324	C16
D015324	C18
D015325	C10
D015325	C16
D015325	C18
D015352	C11
D015354	C10
D015354	C11
D015354	C23
D015356	C11
D015356	C14
D015415	OTH
D015417	C10
D015417	C16
D015418	C10
D015418	C11
D015418	C16
D015419	C10
D015419	C16
D015422	C11
D015423	C11
D015427	C14
D015427	C23
D015430	C23
D015431	C23
D015432	C20
D015433	C20
D015434	C17
D015444	C05
D015448	C04
D015451	C04
D015452	C04
D015459	C04
D015464	C04
D015466	C04
D015470	C04
D015473	C04
D015477	C04
D015493	C01
D015493	C10
D015499	C16
D015499	C18
D015508	C08
D015518	C10
D015518	C16
D015519	C05
D015526	C01
D015526	C10
D015526	C20
D015526	F03
D015535	C05
D015535	C17
D015576	C05
D015594	C10
D015594	C11
D015595	C17
D015603	OTH
D015605	C01
D015614	C15
D015624	C04
D015658	C01
D015658	C20
D015673	C01
D015673	C05
D015673	C10
D015675	OTH
D015715	C11
D015736	OTH
D015746	C23
D015775	OTH
D015776	C16
D015776	C17
D015783	C11
D015783	C16
D015785	C11
D015785	C16
D015794	C11
D015794	C16
D015799	C11
D015799	C16
D015807	C10
D015812	C11
D015814	C11
D015817	C01
D015817	C11
D015828	C01
D015828	C11
D015835	C10
D015835	C11
D015837	OTH
D015841	C11
D015850	OTH
D015862	C11
D015863	C11
D015864	C11
D015866	C11
D015868	C11
D015875	C10
D015875	C11
D015875	C23
D015877	C10
D015877	C11
D015877	C23
D015878	C11
D015992	OTH
D015996	OTH
D016055	OTH
D016059	C05
D016063	C23
D016066	C04
D016080	C04
D016084	OTH
D016098	C01
D016098	C10
D016098	C16
D016103	OTH
D016104	OTH
D016108	C16
D016108	C17
D016109	C16
D016109	C17
D016110	C16
D016110	C17
D016111	C16
D016111	C17
D016111	C18
D016112	C16
D016112	C17
D016114	C16
D016114	C17
D016114	C18
D016115	C11
D016115	C16
D016115	C17
D016115	C18
D016116	C16
D016116	C17
D016116	C18
D016117	C11
D016117	C16
D016117	C17
D016117	C18
D016135	C10
D016135	C16
D016136	C10
D016136	C16
D016142	C05
D016142	C10
D016142	C16
D016171	C14
D016171	C23
D016207	OTH
D016228	OTH
D016263	C01
D016263	C20
D016273	OTH
D016277	OTH
D016279	OTH
D016388	OTH
D016393	C04
D016399	C04
D016403	C04
D016410	C04
D016411	C04
D016460	C17
D016460	C23
D016463	C17
D016464	C16
D016464	C18
D016469	C01
D016469	C23
D016470	C01
D016470	C23
D016471	C19
D016472	C10
D016480	C01
D016481	C01
D016491	C14
D016506	C16
D016506	C17
D016511	C16
D016511	C18
D016511	C20
D016512	OTH
D016518	C04
D016523	C17
D016532	C10
D016532	C16
D016532	C17
D016532	C18
D016534	C14
D016534	C23
D016535	C08
D016537	C10
D016537	C16
D016537	C18
D016538	C16
D016538	C17
D016538	C18
D016540	F03
D016543	C04
D016553	C15
D016553	C20
D016553	C23
D016559	OTH
D016569	C11
D016569	C16
D016575	C17
D016584	F03
D016585	C01
D016606	C04
D016640	C18
D016640	C19
D016649	C19
D016657	C10
D016657	C14
D016657	C18
D016706	C05
D016706	C17
D016706	C20
D016720	C01
D016728	F03
D016731	C01
D016731	C17
D016736	C20
D016738	C06
D016738	C14
D016738	C16
D016739	F03
D016751	C01
D016751	C06
D016757	C14
D016757	C23
D016849	C01
D016849	C11
D016857	C23
D016864	C04
D016867	C20
D016881	C01
D016883	C18
D016883	C19
D016884	C19
D016884	C20
D016889	C04
D016891	C16
D016893	C10
D016893	C14
D016900	OTH
D016905	C01
D016908	C01
D016918	C01
D016918	C05
D016919	C01
D016919	C10
D016920	C01
D016920	C10
D016923	OTH
D017006	C05
D017034	C10
D017035	OTH
D017043	C04
D017044	C16
D017074	C20
D017085	C15
D017085	C16
D017086	C15
D017086	C16
D017091	C06
D017091	C14
D017092	C16
D017092	C17
D017092	C18
D017093	C06
D017094	C06
D017094	C16
D017094	C17
D017094	C18
D017096	C01
D017096	C10
D017098	C15
D017098	C20
D017099	C15
D017099	C20
D017114	C06
D017116	C23
D017118	C06
D017118	C16
D017118	C17
D017118	C18
D017119	C06
D017119	C16
D017119	C17
D017119	C18
D017130	OTH
D017180	C14
D017180	C23
D017192	C01
D017192	C17
D017193	C01
D017193	C17
D017202	C14
D017204	C10
D017204	C16
D017209	OTH
D017240	C05
D017240	C10
D017240	C18
D017241	C05
D017241	C10
D017241	C14
D017241	C16
D017241	C18
D017242	OTH
D017246	C05
D017246	C10
D017246	C11
D017246	C18
D017246	C23
D017253	C04
D017257	OTH
D017285	C05
D017285	C10
D017292	OTH
D017298	OTH
D017308	OTH
D017311	OTH
D017328	OTH
D017332	OTH
D017359	OTH
D017374	OTH
D017379	C14
D017379	C23
D017430	OTH
D017436	C16
D017436	C19
D017439	C23
D017444	C17
D017449	C17
D017449	C20
D017453	C17
D017454	C17
D017454	C20
D017484	C17
D017486	C17
D017488	C16
D017488	C17
D017490	C16
D017490	C17
D017492	C17
D017495	C17
D017496	C17
D017497	C01
D017497	C17
D017499	C16
D017499	C17
D017511	C17
D017512	C17
D017514	C17
D017541	C14
D017544	C14
D017545	C14
D017562	C06
D017562	C23
D017563	C08
D017564	C08
D017578	C20
D017588	C16
D017588	C19
D017590	C10
D017590	C18
D017599	C04
D017673	OTH
D017674	C18
D017675	C06
D017675	C14
D017675	C17
D017675	C18
D017678	OTH
D017681	C15
D017689	C05
D017689	C16
D017693	OTH
D017695	OTH
D017696	C05
D017696	C10
D017699	C23
D017706	OTH
D017714	C01
D017719	C14
D017719	C17
D017719	C19
D017726	C01
D017726	C11
D017728	C04
D017789	C23
D017809	OTH
D017825	C10
D017825	C16
D017825	C18
D017827	C10
D017827	C16
D017880	C05
D017880	C16
D017887	C05
D017887	C23
D017889	C11
D018058	OTH
D018149	C18
D018170	OTH
D018180	OTH
D018192	C04
D018197	C04
D018202	C04
D018204	C04
D018207	C04
D018210	C04
D018212	C04
D018224	C04
D018232	C04
D018248	C04
D018268	C04
D018269	C04
D018270	C04
D018278	C04
D018281	C04
D018295	C04
D018307	C04
D018325	C04
D018357	C01
D018358	C04
D018366	C14
D018366	C20
D018370	C16
D018370	C20
D018382	C19
D018384	OTH
D018410	C01
D018410	C08
D018438	C14
D018442	C04
D018445	OTH
D018450	C23
D018451	F03
D018455	C15
D018457	OTH
D018461	C01
D018476	C10
D018476	C23
D018487	C14
D018488	C05
D018488	C18
D018500	OTH
D018549	C08
D018565	OTH
D018567	C04
D018589	C06
D018589	C23
D018630	C11
D018636	C14
D018636	C16
D018655	OTH
D018677	OTH
D018678	OTH
D018698	OTH
D018737	C05
D018746	C23
D018754	C14
D018761	C04
D018763	C05
D018771	C05
D018771	C23
D018778	C01
D018781	C10
D018784	C01
D018792	C01
D018792	C10
D018798	C15
D018798	C18
D018799	OTH
D018805	C01
D018805	C23
D018826	OTH
D018856	OTH
D018860	C10
D018860	C14
D018860	C17
D018873	OTH
D018879	C14
D018879	C23
D018880	C14
D018880	C23
D018883	OTH
D018887	C10
D018901	C16
D018901	C18
D018902	C05
D018902	C16
D018902	C18
D018908	C05
D018908	C10
D018908	C23
D018917	C10
D018917	C11
D018917	C14
D018921	C15
D018932	OTH
D018950	OTH
D018981	C16
D018981	C18
D019007	OTH
D019040	OTH
D019041	OTH
D019048	C04
D019056	OTH
D019080	C17
D019080	C23
D019082	C16
D019082	C18
D019106	C23
D019115	C05
D019121	C01
D019142	C01
D019150	C10
D019175	OTH
D019189	C18
D019190	C18
D019208	OTH
D019210	OTH
D019226	OTH
D019247	C01
D019247	C18
D019247	C20
D019263	F03
D019270	OTH
D019280	C16
D019282	C18
D019283	C06
D019289	OTH
D019294	C16
D019294	C18
D019301	OTH
D019308	OTH
D019310	C15
D019326	OTH
D019337	C04
D019339	C16
D019339	C17
D019344	OTH
D019386	OTH
D019449	C06
D019462	C10
D019462	C23
D019465	C05
D019465	C16
D019512	C06
D019522	OTH
D019532	OTH
D019547	C23
D019557	C17
D019559	C14
D019567	OTH
D019571	C14
D019571	C16
D019575	C10
D019575	C11
D019575	C23
D019584	C23
D019586	C10
D019587	OTH
D019595	C01
D019636	C10
D019650	OTH
D019693	C06
D019693	C20
D019694	C01
D019694	C06
D019698	C01
D019698	C06
D019767	C05
D019767	C16
D019773	C11
D019781	OTH
D019804	OTH
D019808	OTH
D019819	OTH
D019820	OTH
D019821	OTH
D019838	OTH
D019851	C15
D019867	C08
D019867	C20
D019871	C15
D019871	C16
D019871	C17
D019896	C06
D019896	C08
D019896	C16
D019896	C23
D019955	F03
D019956	F03
D019957	F03
D019963	OTH
D019964	F03
D019966	F03
D019967	F03
D019970	F03
D019973	F03
D020018	F03
D020031	C01
D020047	C06
D020047	C23
D020069	C05
D020069	C23
D020083	C05
D020097	OTH
D020108	OTH
D020116	OTH
D020127	OTH
D020138	C16
D020138	C18
D020141	C14
D020141	C15
D020147	C15
D020151	C15
D020151	C16
D020152	C15
D020152	C16
D020158	C10
D020158	C16
D020158	C18
D020159	C10
D020159	C16
D020159	C18
D020162	C10
D020162	C16
D020162	C18
D020163	C10
D020163	C16
D020163	C18
D020165	C10
D020165	C16
D020165	C18
D020167	C10
D020167	C16
D020167	C18
D020176	C10
D020176	C16
D020176	C18
D020177	C10
D020177	F03
D020178	C10
D020178	F03
D020181	C08
D020181	C10
D020184	C10
D020184	F03
D020188	C10
D020188	F03
D020190	C10
D020191	C10
D020192	C10
D020192	C16
D020194	C10
D020194	C16
D020196	C10
D020215	C10
D020215	C14
D020225	C10
D020225	C14
D020227	C10
D020227	C14
D020230	OTH
D020233	C10
D020233	C23
D020234	C10
D020234	C23
D020236	C10
D020236	C23
D020236	F03
D020246	C14
D020249	OTH
D020250	C23
D020255	C11
D020256	C11
D020256	C23
D020258	C10
D020275	C10
D020275	C20
D020277	C10
D020277	C20
D020279	C10
D020279	C16
D020279	C18
D020280	OTH
D020293	C10
D020293	C14
D020293	C20
D020294	C10
D020294	C16
D020300	C10
D020300	C14
D020300	C23
D020301	C10
D020301	C14
D020315	C20
D020323	C10
D020323	C23
D020324	C10
D020324	C23
D020324	F03
D020326	C10
D020329	C10
D020330	C01
D020330	C10
D020335	C10
D020335	C23
D020336	C10
D020336	C23
D020338	C10
D020340	F03
D020343	C10
D020345	C06
D020370	C05
D020371	C10
D020371	C16
D020371	C18
D020385	C10
D020385	C23
D020388	C05
D020388	C10
D020388	C16
D020389	C05
D020389	C10
D020389	C16
D020391	C05
D020391	C10
D020391	C16
D020404	OTH
D020417	C10
D020417	C11
D020417	C16
D020422	C10
D020425	C10
D020426	C10
D020434	C10
D020447	C10
D020447	F03
D020511	C10
D020513	C05
D020513	C10
D020513	C16
D020513	C18
D020514	C05
D020514	C10
D020514	C16
D020514	C18
D020520	C10
D020520	C14
D020520	C23
D020521	C10
D020521	C14
D020522	C04
D020528	C10
D020528	C20
D020529	C10
D020529	C20
D020547	OTH
D020642	C16
D020642	C18
D020723	OTH
D020734	C10
D020739	C10
D020739	C16
D020739	C18
D020754	C10
D020754	C16
D020757	C10
D020757	C11
D020757	C23
D020759	C10
D020759	C14
D020766	C10
D020766	C14
D020767	C10
D020767	C14
D020774	C10
D020774	F03
D020780	OTH
D020781	OTH
D020783	OTH
D020784	OTH
D020785	C10
D020785	C14
D020785	C16
D020786	C04
D020788	C10
D020788	C11
D020788	C16
D020790	C19
D020795	C10
D020795	C11
D020795	C23
D020802	C01
D020802	C10
D020803	C01
D020803	C10
D020820	C10
D020820	C23
D020821	C10
D020879	C10
D020879	C23
D020896	C23
D020914	C05
D020914	C10
D020915	C10
D020915	C23
D020918	C10
D020920	C10
D020920	F03
D020922	C10
D020922	F03
D020936	C10
D020936	C16
D020955	C10
D020961	C10
D020961	F03
D020967	C05
D020967	C10
D020968	C10
D021081	C10
D021182	C20
D021183	C20
D021184	C20
D021501	C23
D021782	C16
D021921	C14
D022124	C23
D022125	OTH
D022861	C11
D022861	C15
D022861	C16
D022861	C17
D022861	C18
D023201	OTH
D023341	C23
D023903	C14
D023921	C14
D023961	C16
D023961	C19
D024101	OTH
D024502	OTH
D024741	C14
D024741	C16
D024801	C10
D024821	C18
D025063	C16
D025101	OTH
D025242	C05
D025861	C15
D025861	C16
D025901	OTH
D025962	C10
D025962	C16
D026681	C18
D027601	C01
D027845	C01
D028226	C16
D028226	C18
D028227	C10
D028227	C16
D028227	C18
D028243	C10
D028243	C14
D028243	C16
D028243	C18
D028361	C18
D028521	C01
D028921	C16
D028921	C18
D028922	C16
D028922	C18
D029242	C10
D029242	C11
D029242	C16
D029242	C18
D029424	C08
D029461	C10
D029461	C16
D029461	C18
D029481	C01
D029481	C08
D029503	C15
D029503	C16
D029593	C14
D029593	C16
D029597	C14
D029597	C16
D029597	C23
D029721	OTH
D030321	C04
D030342	C16
D030361	C01
D030401	C16
D030401	C18
D031222	C05
D031249	C15
D031300	C11
D031300	C14
D031845	C05
D031845	C16
D031963	C01
D032084	C01
D033461	C23
D033581	OTH
D034062	C01
D034062	C10
D034141	C15
D034161	C01
D034321	C23
D034381	C10
D034381	C23
D034701	C04
D034721	C04
D036341	OTH
D036981	C05
D036982	C05
D037502	OTH
D037541	OTH
D037663	OTH
D037801	C05
D038261	C10
D038261	C16
D038261	C18
D038681	OTH
D038901	C10
D038901	C16
D038921	C10
D038921	C16
D039141	C05
D039141	C10
D039141	C16
D040181	C16
D040641	OTH
D040701	F03
D041441	C11
D041781	C23
D041881	C06
D042101	C06
D042461	OTH
D042643	OTH
D042683	OTH
D042882	C06
D042882	C23
D043183	C06
D043202	C16
D043202	C18
D043204	C16
D043204	C18
D043762	F03
D044148	C15
D044148	C16
D044242	OTH
D044342	C18
D044463	OTH
D044504	C06
D044542	C05
D044542	C14
D044542	C16
D044542	C17
D044882	C18
D044903	C06
D044903	C16
D044903	C18
D044905	C16
D044905	C18
D044943	OTH
D045169	C01
D045169	C08
D045262	C23
D045602	C06
D045602	C18
D045743	C17
D045745	C17
D045822	C06
D045822	C23
D045823	C06
D045908	C01
D045909	OTH
D046088	C10
D046088	C23
D046089	C10
D046089	C23
D046110	C14
D046150	C05
D046150	C16
D046150	C19
D046152	C04
D046248	C06
D046349	C06
D046349	C16
D046349	C17
D046349	C18
D046350	C06
D046350	C16
D046350	C17
D046350	C18
D046351	C06
D046351	C16
D046351	C17
D046351	C18
D046449	C23
D046589	C10
D046589	C14
D046589	C16
D046589	C23
D046628	C06
D046728	C06
D046730	C06
D046748	C23
D047150	OTH
D047508	C06
D047688	C04
D047728	C11
D047748	C10
D047748	C19
D047808	C16
D047808	C19
D047889	OTH
D047908	OTH
D047928	OTH
D048550	C06
D048909	C19
D049109	OTH
D049168	OTH
D049288	C05
D049288	C10
D049288	C16
D049290	C10
D049290	C16
D049290	C18
D049291	C23
D049310	C05
D049310	C10
D049310	C16
D049628	OTH
D049629	OTH
D049912	C04
D049932	C18
D049950	C19
D049951	OTH
D049970	C11
D049970	C16
D049970	C19
D049970	C20
D050030	C14
D050030	C16
D050030	C23
D050031	C19
D050090	C16
D050090	C19
D050151	OTH
D050152	OTH
D050154	OTH
D050155	OTH
D050171	C18
D050197	C14
D050217	OTH
D050218	OTH
D050336	C05
D050336	C16
D050396	OTH
D050497	C23
D050500	C06
D050719	OTH
D050723	OTH
D050724	OTH
D050815	OTH
D051271	C10
D051346	C23
D051359	C15
D051436	OTH
D051437	OTH
D051474	C10
D051474	C23
D051516	OTH
D051521	OTH
D051547	OTH
D051677	C04
D051799	C23
D052016	C06
D052018	F03
D052065	F03
D052120	C10
D052120	C14
D052120	C16
D052120	C18
D052159	C16
D052159	C19
D052177	OTH
D052245	C10
D052245	C11
D052245	C16
D052245	C23
D052256	C05
D052439	C18
D052456	C16
D052456	C18
D052496	C16
D052496	C17
D052496	C18
D052497	C16
D052497	C17
D052497	C18
D052517	C10
D052517	C16
D052517	C18
D052536	C10
D052536	C15
D052536	C16
D052536	C18
D052537	C10
D052537	C15
D052537	C16
D052537	C18
D052556	C10
D052556	C15
D052556	C16
D052556	C18
D052582	C05
D052801	OTH
D052858	C23
D052878	OTH
D052919	C10
D052919	C16
D052919	C18
D053039	OTH
D053040	OTH
D053098	C05
D053098	C16
D053098	C18
D053099	C23
D053146	OTH
D053158	C23
D053159	C23
D053181	OTH
D053201	C23
D053202	C23
D053206	F03
D053220	OTH
D053221	OTH
D053264	OTH
D053306	C15
D053306	C16
D053306	C20
D053326	OTH
D053359	C16
D053359	C17
D053360	C16
D053360	C17
D053448	C23
D053480	OTH
D053495	OTH
D053529	C16
D053529	C17
D053546	C16
D053546	C17
D053549	C16
D053549	C17
D053559	C11
D053559	C16
D053560	C16
D053560	C17
D053565	C23
D053578	C04
D053579	C16
D053607	OTH
D053608	C10
D053608	C23
D053609	C10
D053609	C23
D053627	OTH
D053632	C16
D053632	C20
D053671	OTH
D053682	C05
D053706	C01
D053706	C06
D053713	OTH
D053714	OTH
D053717	C01
D053717	C08
D053717	C23
D053722	OTH
D053829	OTH
D053840	C14
D053840	C16
D054038	C10
D054039	C17
D054058	C14
D054059	C14
D054060	C08
D054060	C14
D054060	C23
D054067	C16
D054067	C18
D054068	C14
D054068	C17
D054068	C23
D054070	C14
D054078	C10
D054078	C15
D054078	C16
D054078	C18
D054078	C20
D054079	C14
D054079	C16
D054082	C10
D054082	C16
D054091	C10
D054091	C16
D054092	C14
D054092	C16
D054141	C14
D054141	C23
D054160	C23
D054179	C14
D054179	C16
D054179	C17
D054179	C20
D054198	C04
D054218	C04
D054220	C10
D054220	C16
D054221	C10
D054221	C16
D054222	C10
D054222	C16
D054304	OTH
D054369	OTH
D054391	C04
D054412	OTH
D054463	C16
D054463	C17
D054514	C11
D054514	C16
D054537	C14
D054537	C23
D054546	C10
D054546	C16
D054556	C14
D054559	C18
D054747	C04
D054850	C05
D054868	C15
D054868	C16
D054880	C16
D054880	C18
D054882	C05
D054882	C16
D054882	C18
D054969	C10
D054971	C10
D054971	C23
D054972	C10
D054973	C04
D054975	C04
D054989	C17
D054989	C23
D054990	C08
D055009	C05
D055013	C05
D055031	C14
D055031	C23
D055034	C05
D055036	C05
D055036	C16
D055105	OTH
D055107	C17
D055109	OTH
D055112	OTH
D055113	OTH
D055154	C08
D055154	C10
D055154	C23
D055191	C23
D055316	OTH
D055370	C08
D055371	C08
D055418	OTH
D055423	OTH
D055436	OTH
D055499	C01
D055500	F03
D055577	C10
D055577	C16
D055577	C18
D055623	C04
D055652	C15
D055652	C16
D055653	C04
D055665	C15
D055665	C23
D055673	C10
D055673	C16
D055728	C15
D055732	C01
D055732	C08
D055752	C04
D055947	C05
D055947	C14
D055947	C16
D055952	C10
D055952	C11
D055952	C14
D055953	C10
D055953	C14
D055953	C20
D055959	C05
D055963	C08
D055963	C20
D055985	C01
D056128	C18
D056150	C17
D056150	C20
D056152	OTH
D056266	C16
D056266	C17
D056304	C05
D056344	F03
D056486	C06
D056587	C16
D056587	C17
D056647	C14
D056648	C14
D056648	C20
D056660	C16
D056660	C17
D056684	C16
D056684	C17
D056684	C23
D056685	C05
D056685	C16
D056693	C16
D056693	C18
D056725	C15
D056725	C16
D056728	C15
D056728	C16
D056729	C15
D056729	C16
D056730	C05
D056730	C16
D056732	C16
D056733	C04
D056734	C16
D056734	C17
D056735	C15
D056735	C16
D056735	C20
D056768	C10
D056768	C16
D056769	C10
D056769	C11
D056769	C16
D056770	C16
D056770	C17
D056784	C10
D056806	C10
D056806	C16
D056806	C18
D056807	C10
D056807	C16
D056807	C18
D056828	C14
D056828	C17
D056828	C20
D056833	C11
D056844	C23
D056846	C05
D056846	C11
D056846	C16
D056846	C17
D056887	C23
D056889	C14
D056889	C16
D056889	C18
D056912	F03
D056929	C16
D056989	C14
D056989	C23
D057049	C15
D057066	C11
D057092	C11
D057108	C11
D057112	C10
D057112	C11
D057130	C11
D057135	C11
D057174	C10
D057174	C18
D057174	F03
D057180	C10
D057180	C18
D057180	F03
D057220	OTH
D057565	F03
D057765	C06
D057765	C15
D057765	C20
D057767	C05
D057770	C16
D057770	C17
D057868	C23
D057896	C23
D057973	C16
D058186	OTH
D058225	C23
D058226	C23
D058246	C14
D058249	C04
D058256	C05
D058447	C11
D058447	C23
D058456	C11
D058456	C14
D058489	C16
D058489	C19
D058490	C16
D058490	C19
D058494	C10
D058494	C11
D058494	C16
D058495	C16
D058496	C10
D058496	C16
D058497	C05
D058497	C11
D058497	C16
D058499	C11
D058529	C14
D058529	C16
D058531	C16
D058531	C19
D058566	C05
D058625	C06
D058627	C05
D058627	C10
D058627	C16
D058631	C05
D058631	C16
D058631	C18
D058729	C14
D058747	C11
D058747	C16
D058866	OTH
D058999	F03
D059020	F03
D059026	F03
D059168	OTH
D059226	C23
D059246	C08
D059246	C23
D059266	C05
D059266	C23
D059268	OTH
D059289	OTH
D059327	C05
D059327	C16
D059345	C10
D059345	C14
D059348	C10
D059350	C23
D059352	C05
D059352	C23
D059373	C23
D059390	C23
D059409	C10
D059409	C14
D059409	C23
D059411	C23
D059413	C01
D059445	C10
D059445	C23
D059446	C14
D059446	C15
D059446	C16
D059505	OTH
D059506	OTH
D059606	C23
D059607	C23
D059787	C23
D059906	OTH
D060048	C05
D060085	C01
D060585	C01
D060585	C17
D060737	C01
D060766	OTH
D060825	F03
D060831	C17
D061085	C10
D061085	C16
D061085	C23
D061205	C18
D061212	F03
D061270	C08
D061686	F03
D062025	OTH
D062027	C17
D062027	C20
D062186	OTH
D062485	OTH
D062685	C16
D062685	C17
D062727	OTH
D062787	OTH
D062788	OTH
D063087	OTH
D063647	C16
D063730	C05
D063730	C18
D063766	C18
D063766	C23
D063806	C05
D063806	C10
D063806	C23
D063807	C17
D063847	OTH
D063926	C17
D063926	C20
D064094	OTH
D064098	OTH
D064147	C15
D064266	OTH
D064386	OTH
D064420	OTH
D064451	OTH
D064726	C04
D064747	OTH
D064750	OTH
D064787	OTH
D064793	C23
D064807	OTH
D065134	C17
D065227	C15
D065227	C20
D065306	C10
D065306	C11
D065626	C06
D065627	C08
D065630	C16
D065630	C23
D065631	C08
D065631	C20
D065634	C10
D065634	C23
D065646	C04
D065666	C06
D065666	C14
D065703	C10
D065703	C16
D065706	C10
D065706	C16
D065707	C10
D065707	C16
D065768	C10
D065768	C16
D065817	C16
D065852	F03
D065855	F03
D065886	F03
D065906	C18
D065906	C23
D066087	C23
D066126	C14
D066126	C23
D066246	OTH
D066273	OTH
SDI0168	OTH
